Antecedents,Consequents,Support,Confidence,Lift,Clinical Pattern Observation
"Admission_Emergency, Med_Glyburide_Prescribed",Med_Metformin_Prescribed,0.0225,0.4091,2.1251,"Encounters with 'Admission_Emergency, Med_Glyburide_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.13x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed",Med_Metformin_Prescribed,0.0225,0.4091,2.1251,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.13x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Glyburide_Prescribed","DiabetesMed_Yes, Med_Metformin_Prescribed",0.0225,0.4091,2.1251,"Encounters with 'Admission_Emergency, Med_Glyburide_Prescribed' frequently exhibit 'DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 2.13x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Admission_Emergency, Med_Glyburide_Prescribed",0.0225,0.1169,2.1251,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Glyburide_Prescribed' (Lift: 2.13x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Med_Metformin_Prescribed","Admission_Emergency, Med_Glyburide_Prescribed",0.0225,0.1169,2.1251,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Glyburide_Prescribed' (Lift: 2.13x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed",0.0225,0.1169,2.1251,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed' (Lift: 2.13x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Prior_Utilization",Readmitted_30d,0.0255,0.3542,2.1144,"Encounters with 'Med_Insulin_Prescribed, High_Prior_Utilization' frequently exhibit 'Readmitted_30d' (Lift: 2.11x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, DiabetesMed_Yes, High_Prior_Utilization",Readmitted_30d,0.0255,0.3542,2.1144,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes, High_Prior_Utilization' frequently exhibit 'Readmitted_30d' (Lift: 2.11x baseline). Note: Association does not imply causation."
Readmitted_30d,"Med_Insulin_Prescribed, High_Prior_Utilization",0.0255,0.1522,2.1144,"Encounters with 'Readmitted_30d' frequently exhibit 'Med_Insulin_Prescribed, High_Prior_Utilization' (Lift: 2.11x baseline). Note: Association does not imply causation."
Readmitted_30d,"Med_Insulin_Prescribed, DiabetesMed_Yes, High_Prior_Utilization",0.0255,0.1522,2.1144,"Encounters with 'Readmitted_30d' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, High_Prior_Utilization' (Lift: 2.11x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","DiabetesMed_Yes, Stay_Long (>=7 days)",0.0565,0.3669,2.1085,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.11x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days)","Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.0565,0.3247,2.1085,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 2.11x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Metformin_Prescribed","DiabetesMed_Yes, Diag1_Respiratory",0.02,0.2073,2.1041,"Encounters with 'Admission_Emergency, Med_Metformin_Prescribed' frequently exhibit 'DiabetesMed_Yes, Diag1_Respiratory' (Lift: 2.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Diag1_Respiratory","Admission_Emergency, Med_Metformin_Prescribed",0.02,0.203,2.1041,"Encounters with 'DiabetesMed_Yes, Diag1_Respiratory' frequently exhibit 'Admission_Emergency, Med_Metformin_Prescribed' (Lift: 2.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days)","Med_Change_Yes, High_Lab_Procedures (>=50)",0.069,0.3966,2.1037,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 2.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50)","DiabetesMed_Yes, Stay_Long (>=7 days)",0.069,0.366,2.1037,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50), Diag1_Circulatory",Stay_Long (>=7 days),0.0245,0.4712,2.1034,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50), Diag1_Circulatory' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 2.10x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",Stay_Long (>=7 days),0.0245,0.4712,2.1034,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 2.10x baseline). Note: Association does not imply causation."
Stay_Long (>=7 days),"Med_Change_Yes, High_Lab_Procedures (>=50), Diag1_Circulatory",0.0245,0.1094,2.1034,"Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50), Diag1_Circulatory' (Lift: 2.10x baseline). Note: Association does not imply causation."
Stay_Long (>=7 days),"Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.0245,0.1094,2.1034,"Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 2.10x baseline). Note: Association does not imply causation."
"Diag1_Diabetes, DiabetesMed_Yes","Med_Insulin_Prescribed, High_Lab_Procedures (>=50)",0.032,0.4672,2.0996,"Encounters with 'Diag1_Diabetes, DiabetesMed_Yes' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' (Lift: 2.10x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Lab_Procedures (>=50)","Diag1_Diabetes, DiabetesMed_Yes",0.032,0.1438,2.0996,"Encounters with 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' frequently exhibit 'Diag1_Diabetes, DiabetesMed_Yes' (Lift: 2.10x baseline). Note: Association does not imply causation."
High_Prior_Utilization,"DiabetesMed_Yes, Readmitted_30d",0.0345,0.2706,2.0976,"Encounters with 'High_Prior_Utilization' frequently exhibit 'DiabetesMed_Yes, Readmitted_30d' (Lift: 2.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Readmitted_30d",High_Prior_Utilization,0.0345,0.2674,2.0976,"Encounters with 'DiabetesMed_Yes, Readmitted_30d' frequently exhibit 'High_Prior_Utilization' (Lift: 2.10x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Diag1_Other","DiabetesMed_Yes, Readmitted_30d",0.02,0.2703,2.0951,"Encounters with 'Med_Change_Yes, Diag1_Other' frequently exhibit 'DiabetesMed_Yes, Readmitted_30d' (Lift: 2.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Readmitted_30d","Med_Change_Yes, Diag1_Other",0.02,0.155,2.0951,"Encounters with 'DiabetesMed_Yes, Readmitted_30d' frequently exhibit 'Med_Change_Yes, Diag1_Other' (Lift: 2.10x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days)","Med_Insulin_Prescribed, High_Lab_Procedures (>=50)",0.081,0.4655,2.0922,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' (Lift: 2.09x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Lab_Procedures (>=50)","DiabetesMed_Yes, Stay_Long (>=7 days)",0.081,0.364,2.0922,"Encounters with 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.09x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Change_Yes, Med_Rosiglitazone_Prescribed",0.0205,0.1065,2.0881,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Rosiglitazone_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Med_Metformin_Prescribed","Med_Change_Yes, Med_Rosiglitazone_Prescribed",0.0205,0.1065,2.0881,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Rosiglitazone_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Change_Yes, DiabetesMed_Yes, Med_Rosiglitazone_Prescribed",0.0205,0.1065,2.0881,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Med_Rosiglitazone_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Rosiglitazone_Prescribed",Med_Metformin_Prescribed,0.0205,0.402,2.0881,"Encounters with 'Med_Change_Yes, Med_Rosiglitazone_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Rosiglitazone_Prescribed",Med_Metformin_Prescribed,0.0205,0.402,2.0881,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Rosiglitazone_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Rosiglitazone_Prescribed","DiabetesMed_Yes, Med_Metformin_Prescribed",0.0205,0.402,2.0881,"Encounters with 'Med_Change_Yes, Med_Rosiglitazone_Prescribed' frequently exhibit 'DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
Med_Rosiglitazone_Prescribed,Med_Change_Yes,0.051,0.9273,2.0861,Encounters with 'Med_Rosiglitazone_Prescribed' frequently exhibit 'Med_Change_Yes' (Lift: 2.09x baseline). Note: Association does not imply causation.
"Med_Rosiglitazone_Prescribed, DiabetesMed_Yes",Med_Change_Yes,0.051,0.9273,2.0861,"Encounters with 'Med_Rosiglitazone_Prescribed, DiabetesMed_Yes' frequently exhibit 'Med_Change_Yes' (Lift: 2.09x baseline). Note: Association does not imply causation."
Med_Rosiglitazone_Prescribed,"Med_Change_Yes, DiabetesMed_Yes",0.051,0.9273,2.0861,"Encounters with 'Med_Rosiglitazone_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes' (Lift: 2.09x baseline). Note: Association does not imply causation."
Med_Change_Yes,Med_Rosiglitazone_Prescribed,0.051,0.1147,2.0861,Encounters with 'Med_Change_Yes' frequently exhibit 'Med_Rosiglitazone_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation.
"Med_Change_Yes, DiabetesMed_Yes",Med_Rosiglitazone_Prescribed,0.051,0.1147,2.0861,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes' frequently exhibit 'Med_Rosiglitazone_Prescribed' (Lift: 2.09x baseline). Note: Association does not imply causation."
Med_Change_Yes,"Med_Rosiglitazone_Prescribed, DiabetesMed_Yes",0.051,0.1147,2.0861,"Encounters with 'Med_Change_Yes' frequently exhibit 'Med_Rosiglitazone_Prescribed, DiabetesMed_Yes' (Lift: 2.09x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days), Med_Insulin_Prescribed","DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.0565,0.6243,2.0845,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days), Med_Insulin_Prescribed' frequently exhibit 'DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 2.08x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, High_Lab_Procedures (>=50)","Med_Change_Yes, Stay_Long (>=7 days), Med_Insulin_Prescribed",0.0565,0.1886,2.0845,"Encounters with 'DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days), Med_Insulin_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Diag1_Diabetes, DiabetesMed_Yes","Med_Insulin_Prescribed, Admission_Emergency",0.04,0.5839,2.0818,"Encounters with 'Diag1_Diabetes, DiabetesMed_Yes' frequently exhibit 'Med_Insulin_Prescribed, Admission_Emergency' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Admission_Emergency","Diag1_Diabetes, DiabetesMed_Yes",0.04,0.1426,2.0818,"Encounters with 'Med_Insulin_Prescribed, Admission_Emergency' frequently exhibit 'Diag1_Diabetes, DiabetesMed_Yes' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Pioglitazone_Prescribed",Med_Metformin_Prescribed,0.023,0.4,2.0779,"Encounters with 'Med_Change_Yes, Med_Pioglitazone_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Pioglitazone_Prescribed, DiabetesMed_Yes",Med_Metformin_Prescribed,0.023,0.4,2.0779,"Encounters with 'Med_Change_Yes, Med_Pioglitazone_Prescribed, DiabetesMed_Yes' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Pioglitazone_Prescribed","DiabetesMed_Yes, Med_Metformin_Prescribed",0.023,0.4,2.0779,"Encounters with 'Med_Change_Yes, Med_Pioglitazone_Prescribed' frequently exhibit 'DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Change_Yes, Med_Pioglitazone_Prescribed",0.023,0.1195,2.0779,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Pioglitazone_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Med_Metformin_Prescribed","Med_Change_Yes, Med_Pioglitazone_Prescribed",0.023,0.1195,2.0779,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Pioglitazone_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Change_Yes, Med_Pioglitazone_Prescribed, DiabetesMed_Yes",0.023,0.1195,2.0779,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Pioglitazone_Prescribed, DiabetesMed_Yes' (Lift: 2.08x baseline). Note: Association does not imply causation."
A1C_High (>7/8),"Med_Change_Yes, High_Lab_Procedures (>=50)",0.047,0.3917,2.0778,"Encounters with 'A1C_High (>7/8)' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 2.08x baseline). Note: Association does not imply causation."
A1C_High (>7/8),"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.047,0.3917,2.0778,"Encounters with 'A1C_High (>7/8)' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50)",A1C_High (>7/8),0.047,0.2493,2.0778,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'A1C_High (>7/8)' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",A1C_High (>7/8),0.047,0.2493,2.0778,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'A1C_High (>7/8)' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Diag1_Circulatory",Stay_Long (>=7 days),0.03,0.4651,2.0764,"Encounters with 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Diag1_Circulatory' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",Stay_Long (>=7 days),0.03,0.4651,2.0764,"Encounters with 'Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 2.08x baseline). Note: Association does not imply causation."
Stay_Long (>=7 days),"Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Diag1_Circulatory",0.03,0.1339,2.0764,"Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Diag1_Circulatory' (Lift: 2.08x baseline). Note: Association does not imply causation."
Stay_Long (>=7 days),"Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.03,0.1339,2.0764,"Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 2.08x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Prior_Utilization",Readmitted_30d,0.021,0.3471,2.0723,"Encounters with 'Med_Change_Yes, High_Prior_Utilization' frequently exhibit 'Readmitted_30d' (Lift: 2.07x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, High_Prior_Utilization",Readmitted_30d,0.021,0.3471,2.0723,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, High_Prior_Utilization' frequently exhibit 'Readmitted_30d' (Lift: 2.07x baseline). Note: Association does not imply causation."
Readmitted_30d,"Med_Change_Yes, High_Prior_Utilization",0.021,0.1254,2.0723,"Encounters with 'Readmitted_30d' frequently exhibit 'Med_Change_Yes, High_Prior_Utilization' (Lift: 2.07x baseline). Note: Association does not imply causation."
Readmitted_30d,"Med_Change_Yes, DiabetesMed_Yes, High_Prior_Utilization",0.021,0.1254,2.0723,"Encounters with 'Readmitted_30d' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, High_Prior_Utilization' (Lift: 2.07x baseline). Note: Association does not imply causation."
"Stay_Long (>=7 days), Med_Metformin_Prescribed",Med_Change_Yes,0.039,0.9176,2.0644,"Encounters with 'Stay_Long (>=7 days), Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes' (Lift: 2.06x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days), Med_Metformin_Prescribed",Med_Change_Yes,0.039,0.9176,2.0644,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days), Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes' (Lift: 2.06x baseline). Note: Association does not imply causation."
"Stay_Long (>=7 days), Med_Metformin_Prescribed","Med_Change_Yes, DiabetesMed_Yes",0.039,0.9176,2.0644,"Encounters with 'Stay_Long (>=7 days), Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes' (Lift: 2.06x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","A1C_High (>7/8), DiabetesMed_Yes",0.02,0.2198,2.0637,"Encounters with 'Admission_Emergency, Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'A1C_High (>7/8), DiabetesMed_Yes' (Lift: 2.06x baseline). Note: Association does not imply causation."
"A1C_High (>7/8), DiabetesMed_Yes","Admission_Emergency, Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.02,0.1878,2.0637,"Encounters with 'A1C_High (>7/8), DiabetesMed_Yes' frequently exhibit 'Admission_Emergency, Med_Change_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 2.06x baseline). Note: Association does not imply causation."
